imo,name,ship_type,dwt,dwt_size_class,efficiency_grade,flag_registry,technical_efficiency,co2_total_t,co2_per_distance_kg_nm,in_mrv
9670808,ZHONG CHANG ZHOU SHAN,Bulk carrier,75409.0,Panamax (60-100k),C,Hong Kong,EEXI (3.63 gCO₂/t·nm),4659.7,261.9,True
9626663,INDIAN SOLIDARITY,Bulk carrier,75398.0,Panamax (60-100k),E,Monrovia,EIV (4.54 gCO₂/t·nm),1683.5,314.4,True
9606431,YU XIAO FENG,Bulk carrier,75398.0,Panamax (60-100k),C,Guangzhou,EEXI (3.63 gCO₂/t·nm),5016.2,250.1,True
9328558,NAVIOS HOPE,Bulk carrier,75397.0,Panamax (60-100k),D,"Panama, Ciudad De",EEXI (3.63 gCO₂/t·nm),4635.3,282.5,True
9629653,GNG CONCORD 1,Bulk carrier,75397.0,Panamax (60-100k),E,Hong Kong,EEXI (3.63 gCO₂/t·nm),9358.1,318.5,True
9576806,FENG HUANG FENG,Bulk carrier,75396.0,Panamax (60-100k),C,Guangzhou,EEXI (3.63 gCO₂/t·nm),7533.9,266.5,True
9328560,EPICURUS,Bulk carrier,75395.0,Panamax (60-100k),D,"Monrovia, Liberia",EIV (4.38 gCO₂/t·nm),5216.3,282.0,True
9336608,THE RULER,Bulk carrier,75356.0,Panamax (60-100k),E,Panama,EIV (4.26 gCO₂/t·nm),525.8,381.9,True
9453054,PATRICIA V,Bulk carrier,75354.0,Panamax (60-100k),E,Monrovia,EEXI (3.63 gCO₂/t·nm),15561.1,341.1,True
9646625,HUAN HANG 19,Bulk carrier,75351.0,Panamax (60-100k),D,Xiamen,EEDI (3.84 gCO₂/t·nm),6464.2,283.7,True
9715311,GNG CONCORD 2,Bulk carrier,75337.0,Panamax (60-100k),D,Hong Kong,EEXI (3.61 gCO₂/t·nm),3400.4,285.6,True
9642382,HERCULES,Bulk carrier,75200.0,Panamax (60-100k),E,Monrovia,EEXI (3.64 gCO₂/t·nm),5795.7,313.6,True
9473341,NESTOR S,Bulk carrier,75200.0,Panamax (60-100k),E,Piraeus,EEXI (3.64 gCO₂/t·nm),1518.5,310.1,True
9473274,SPRING SNOW,Bulk carrier,75200.0,Panamax (60-100k),E,Majuro,EEXI (3.62 gCO₂/t·nm),11804.2,321.8,True
9638678,ICARUS,Bulk carrier,75200.0,Panamax (60-100k),E,Port Vila,EEXI (3.63 gCO₂/t·nm),4345.6,339.8,True
9502635,HECTOR,Bulk carrier,75200.0,Panamax (60-100k),E,Monrovia,EEXI (3.63 gCO₂/t·nm),4374.1,329.9,True
9366108,MARY GORGIAS,Bulk carrier,75194.0,Panamax (60-100k),D,Valletta,EIV (3.78 gCO₂/t·nm),5605.1,297.2,True
9227649,LING BAI,Bulk carrier,75121.0,Panamax (60-100k),D,Monrovia,EEXI (3.62 gCO₂/t·nm),5425.5,299.3,True
9613056,HERMES,Bulk carrier,75073.0,Panamax (60-100k),E,Monrovia,EEXI (3.63 gCO₂/t·nm),7353.9,334.7,True
9493896,THISSEAS,Bulk carrier,75049.0,Panamax (60-100k),E,Monrovia,EEXI (3.63 gCO₂/t·nm),2675.5,365.2,True
9493925,CHARILAOS S,Bulk carrier,75039.0,Panamax (60-100k),E,Monrovia,EEXI (3.64 gCO₂/t·nm),2684.7,491.6,True
9473315,NIKOLAOS S,Bulk carrier,75020.0,Panamax (60-100k),E,Monrovia,EEXI (3.64 gCO₂/t·nm),2063.5,326.5,True
9502623,GOOD WISH,Bulk carrier,75019.0,Panamax (60-100k),D,Monrovia,EEXI (3.64 gCO₂/t·nm),1713.9,290.0,True
9642356,TRITON,Bulk carrier,75009.0,Panamax (60-100k),E,Monrovia,EEXI (3.63 gCO₂/t·nm),9616.2,335.5,True
9673757,VSC POSEIDON,Bulk carrier,74957.0,Panamax (60-100k),D,Monrovia,EIV (3.63 gCO₂/t·nm),6510.4,289.4,True
9651280,MAGIC PLUTO,Bulk carrier,74940.0,Panamax (60-100k),E,Majuro,EEXI (3.59 gCO₂/t·nm),1293.6,329.5,True
9254111,LUCKY GLORY,Bulk carrier,74269.0,Panamax (60-100k),D,Panama,EEXI (3.65 gCO₂/t·nm),6322.1,283.3,True
9262936,CPT GEORGIOS S,Bulk carrier,74181.0,Panamax (60-100k),D,Monrovia,EEXI (3.66 gCO₂/t·nm),5969.4,290.2,True
9281437,MARIETTA C,Bulk carrier,73641.0,Panamax (60-100k),D,Valletta,EEXI (3.67 gCO₂/t·nm),8830.5,289.2,True
9318606,THE WISE,Bulk carrier,73593.0,Panamax (60-100k),E,Panama,EIV (5.46 gCO₂/t·nm),3062.8,356.5,True
9247285,ATHINA III,Bulk carrier,73305.0,Panamax (60-100k),D,Valletta,EEXI (3.66 gCO₂/t·nm),2592.0,291.1,True
9223485,ASPASIA LUCK,Bulk carrier,72270.0,Panamax (60-100k),D,Monrovia,EEXI (3.7 gCO₂/t·nm),3887.7,303.2,True
9139256,EDFU,Bulk carrier,71572.0,Panamax (60-100k),E,Alexandria,EIV (4.71 gCO₂/t·nm),1622.9,421.0,True
9736664,DRAFTVADER,Bulk carrier,66585.0,Panamax (60-100k),C,Piraeus,EEDI (3.86 gCO₂/t·nm),1379.0,260.6,True
9875331,DRAFTZILLA,Bulk carrier,66509.0,Panamax (60-100k),C,Majuro,EEDI (3.9 gCO₂/t·nm),666.3,266.8,True
9928827,MEGHNA VICTORY,Bulk carrier,66262.0,Panamax (60-100k),C,Chattogram,EEDI (3.63 gCO₂/t·nm),528.1,274.0,True
9815965,MAROUDIO,Bulk carrier,64723.0,Panamax (60-100k),B,Majuro,EEDI (3.37 gCO₂/t·nm),1455.1,220.1,True
9845790,LEM GERANIUM,Bulk carrier,64712.0,Panamax (60-100k),C,Limassol,EEXI (3.37 gCO₂/t·nm),4506.9,257.2,True
9845817,LEM GLADIOLUS,Bulk carrier,64651.0,Panamax (60-100k),B,Majuro,EEXI (3.33 gCO₂/t·nm),2989.0,239.3,True
9932804,PORT OSHIMA,Bulk carrier,64624.0,Panamax (60-100k),A,Majuro,EEDI (3.22 gCO₂/t·nm),4016.9,215.9,True
9826457,UTOPIA,Bulk carrier,64499.0,Panamax (60-100k),C,Monrovia,EEDI (3.41 gCO₂/t·nm),2003.8,263.6,True
9894466,MEGHNA PIONEER,Bulk carrier,64276.0,Panamax (60-100k),B,Chattogram,EEDI (3.65 gCO₂/t·nm),3503.5,218.9,True
9894478,ARIES KARIN,Bulk carrier,64229.0,Panamax (60-100k),B,Panama,EEXI (3.65 gCO₂/t·nm),1793.5,218.5,True
9952907,ETG UBUNTU,Bulk carrier,64195.0,Panamax (60-100k),B,Panama,EEDI (3.21 gCO₂/t·nm),2466.3,230.4,True
9781085,ULTRALAZ,Bulk carrier,64043.0,Panamax (60-100k),C,Singapore,EEDI (3.59 gCO₂/t·nm),3806.9,259.2,True
9792462,SOTKA,Bulk carrier,64043.0,Panamax (60-100k),C,Singapore,EEDI (3.61 gCO₂/t·nm),4700.9,259.2,True
9802267,CASDA,Bulk carrier,64012.0,Panamax (60-100k),C,Majuro,EEXI (3.57 gCO₂/t·nm),3583.2,277.1,True
9707699,GENCO ENTERPRISE,Bulk carrier,63997.0,Panamax (60-100k),C,Majuro,EEDI (3.87 gCO₂/t·nm),2526.6,272.6,True
9919008,SSI INTERCEPTOR,Bulk carrier,63896.0,Panamax (60-100k),A,Majuro,EEDI (3.31 gCO₂/t·nm),2749.0,196.1,True
9969027,GLOBAL FANFARE,Bulk carrier,63734.0,Panamax (60-100k),A,Panama,EEDI (3.22 gCO₂/t·nm),2663.6,206.2,True
9942093,PORT KYOTO,Bulk carrier,63733.0,Panamax (60-100k),B,Monrovia,EEDI (3.26 gCO₂/t·nm),3820.6,220.4,True
9960203,BULK MONACO,Bulk carrier,63733.0,Panamax (60-100k),A,Monrovia,EEDI (3.28 gCO₂/t·nm),1668.6,216.1,True
